,0
0,True
1,False
2,True
3,True
4,True
5,True
6,True
7,False
8,True
9,True
10,True
11,True
12,True
13,True
14,True
15,False
16,True
17,False
18,True
19,True
20,True
21,True
22,True
23,True
24,True
25,True
26,True
27,True
28,False
29,False
30,True
31,False
32,False
33,False
34,True
35,False
36,False
37,False
38,True
39,True
40,True
41,False
42,False
43,True
44,True
45,True
46,True
47,True
48,True
49,True
50,False
51,True
52,False
53,True
54,True
55,True
56,True
57,False
58,True
59,True
60,True
61,True
62,True
63,True
64,False
65,False
66,True
67,True
68,True
69,True
70,True
71,False
72,False
73,True
74,False
75,False
76,True
77,True
78,False
79,False
80,False
81,True
82,True
83,True
84,True
85,True
86,True
87,True
88,False
89,False
90,True
91,False
92,False
93,True
94,True
95,True
96,True
97,True
98,True
99,True
100,True
101,True
102,True
103,True
104,True
105,True
106,False
107,False
108,True
109,True
110,True
111,False
112,False
113,False
114,True
115,False
116,False
117,True
118,False
119,False
120,False
121,False
122,False
123,False
124,False
125,False
126,False
127,False
128,False
129,True
130,True
131,False
132,True
133,True
134,True
135,False
136,False
137,True
138,False
139,False
140,True
141,False
142,True
143,True
144,False
145,True
146,True
147,False
148,False
149,False
150,False
151,False
152,False
153,False
154,True
155,True
156,False
157,True
158,False
159,True
160,True
161,False
162,False
163,True
164,False
165,False
166,True
167,False
168,False
169,False
170,False
171,True
172,False
173,False
174,False
175,False
176,False
177,True
178,False
179,False
180,False
181,False
182,True
183,False
184,False
185,False
186,False
187,True
188,True
189,False
190,False
191,False
192,True
193,True
194,True
195,True
196,True
197,True
198,True
199,False
200,True
201,True
202,True
203,False
204,False
205,False
206,False
207,True
208,False
209,True
210,True
211,True
212,True
213,False
214,False
215,True
216,False
217,False
218,True
219,True
220,True
221,True
222,False
223,True
224,True
225,False
226,True
227,False
228,False
229,False
230,True
231,True
232,False
233,True
234,True
235,True
236,True
237,True
238,False
239,True
240,True
241,True
242,False
243,True
244,False
245,True
246,False
247,False
248,False
249,False
250,False
251,False
252,False
253,False
254,False
255,True
256,False
257,False
258,False
259,False
260,False
261,False
262,False
263,False
264,False
265,False
266,False
267,False
268,False
269,False
